work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,IT,140000,USD,140000,US,0,US,M
2023,SE,FT,IT,100000,USD,100000,US,0,US,M
2023,MI,FT,IT,125000,USD,125000,US,0,US,M
2023,MI,FT,IT,120000,USD,120000,US,0,US,M
2023,SE,FT,Finance,127000,USD,127000,US,0,US,M
2023,SE,FT,Finance,99000,USD,99000,US,0,US,M
2023,MI,FT,Engineer,130000,USD,130000,US,100,US,M
2023,MI,FT,Engineer,120000,USD,120000,US,100,US,M
2023,SE,FT,Finance,194500,USD,194500,US,100,US,M
2023,SE,FT,Finance,132320,USD,132320,US,100,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,Engineer,90000,USD,90000,US,0,US,M
2023,SE,FT,Finance,223602,USD,223602,US,0,US,M
2023,SE,FT,Finance,143520,USD,143520,US,0,US,M
2023,SE,FT,Scientist,180000,USD,180000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,MI,FT,Scientist,180000,USD,180000,US,0,US,M
2023,MI,FT,Scientist,162000,USD,162000,US,0,US,M
2023,SE,FT,Engineer,99000,GBP,121809,GB,100,GB,M
2023,SE,FT,Engineer,68000,GBP,83667,GB,100,GB,M
2023,SE,FT,Finance,120350,USD,120350,US,100,US,M
2023,SE,FT,Finance,74400,USD,74400,US,100,US,M
2023,SE,FT,Scientist,185000,USD,185000,US,0,US,M
2023,SE,FT,Scientist,123000,USD,123000,US,0,US,M
2023,MI,FT,Engineer,140000,USD,140000,US,100,US,M
2023,MI,FT,Engineer,90000,USD,90000,US,100,US,M
2023,SE,FT,Engineer,214500,USD,214500,US,0,US,M
2023,SE,FT,Engineer,132600,USD,132600,US,0,US,M
2023,SE,FT,Engineer,154000,USD,154000,US,0,US,M
2023,SE,FT,Engineer,103000,USD,103000,US,0,US,M
2023,SE,FT,Finance,90000,USD,90000,US,100,US,M
2023,SE,FT,Finance,80000,USD,80000,US,100,US,M
2023,EX,FT,IT,140000,USD,140000,US,0,US,M
2023,EX,FT,IT,100000,USD,100000,US,0,US,M
2023,SE,FT,Engineer,170000,USD,170000,US,0,US,M
2023,SE,FT,Engineer,100000,USD,100000,US,0,US,M
2023,MI,FT,Finance,115000,USD,115000,US,0,US,M
2023,MI,FT,Finance,105000,USD,105000,US,0,US,M
2023,SE,FT,Scientist,296100,USD,296100,US,0,US,M
2023,SE,FT,Scientist,144500,USD,144500,US,0,US,M
2023,EN,FT,Engineer,220000,USD,220000,US,0,US,M
2023,EN,FT,Engineer,187000,USD,187000,US,0,US,M
2023,SE,FT,Finance,118600,USD,118600,US,0,US,M
2023,SE,FT,Finance,96800,USD,96800,US,0,US,M
2023,EN,FT,Scientist,100000,USD,100000,US,100,US,M
2023,MI,FT,Engineer,45000,EUR,48585,IT,100,GB,M
2023,MI,FT,Finance,142000,USD,142000,US,0,US,M
2023,MI,FT,Finance,128000,USD,128000,US,0,US,M
2023,SE,FT,IT,99500,USD,99500,US,0,US,M
2023,SE,FT,IT,53300,USD,53300,US,0,US,M
2023,SE,FT,Engineer,210000,USD,210000,US,0,US,M
2023,SE,FT,Engineer,165000,USD,165000,US,0,US,M
2023,SE,FT,Scientist,172000,USD,172000,US,0,US,M
2023,SE,FT,Scientist,125000,USD,125000,US,0,US,M
2023,SE,FT,Engineer,250000,USD,250000,US,0,US,M
2023,SE,FT,Engineer,190000,USD,190000,US,0,US,M
2023,SE,FT,Engineer,245000,USD,245000,US,0,US,M
2023,SE,FT,Engineer,245000,USD,245000,US,0,US,M
2023,SE,FT,IT,234900,USD,234900,US,0,US,M
2023,SE,FT,IT,68400,USD,68400,US,0,US,M
2023,SE,FT,Scientist,155000,USD,155000,US,0,US,M
2023,SE,FT,Scientist,139000,USD,139000,US,0,US,M
2023,SE,FT,Finance,142000,USD,142000,US,0,US,M
2023,SE,FT,Finance,128000,USD,128000,US,0,US,M
2023,SE,FT,Engineer,172000,USD,172000,US,0,US,M
2023,SE,FT,Engineer,125000,USD,125000,US,0,US,M
2023,SE,FT,Engineer,128000,USD,128000,US,0,US,M
2023,SE,FT,Engineer,81500,USD,81500,US,0,US,M
2023,MI,FT,Engineer,167500,USD,167500,US,0,US,M
2023,MI,FT,Engineer,106500,USD,106500,US,0,US,M
2023,MI,FT,Engineer,150000,USD,150000,US,100,US,M
2023,MI,FT,Engineer,100000,USD,100000,US,100,US,M
2023,SE,FT,Finance,139600,USD,139600,US,0,US,M
2023,SE,FT,Finance,85700,USD,85700,US,0,US,M
2020,EN,FT,Engineer,100000,USD,100000,MU,0,MU,S
2023,SE,FT,Engineer,143000,USD,143000,US,0,US,M
2023,SE,FT,Engineer,95000,USD,95000,US,0,US,M
2023,SE,FT,IT,145000,USD,145000,US,0,US,M
2023,SE,FT,IT,130000,USD,130000,US,0,US,M
2023,SE,FT,Engineer,330000,USD,330000,US,100,US,M
2023,SE,FT,Engineer,188000,USD,188000,US,100,US,M
2023,SE,FT,Scientist,238000,USD,238000,CA,100,CA,M
2023,SE,FT,Scientist,156000,USD,156000,CA,100,CA,M
2023,SE,FT,Finance,145000,USD,145000,US,100,US,M
2023,SE,FT,Finance,106000,USD,106000,US,100,US,M
2023,SE,FT,Scientist,140000,GBP,172256,GB,100,GB,M
2023,SE,FT,Scientist,100000,GBP,123040,GB,100,GB,M
2023,SE,FT,Engineer,297300,USD,297300,US,100,US,M
2023,SE,FT,Engineer,198200,USD,198200,US,100,US,M
2023,SE,FT,Engineer,269100,USD,269100,US,0,US,M
2023,SE,FT,Engineer,131300,USD,131300,US,0,US,M
2023,SE,FT,Engineer,220000,USD,220000,US,100,US,M
2023,SE,FT,Engineer,150000,USD,150000,US,100,US,M
2023,SE,FT,Engineer,60000,GBP,73824,GB,0,GB,M
2023,SE,FT,Engineer,50000,GBP,61520,GB,0,GB,M
2023,MI,FT,Scientist,252990,USD,252990,US,100,US,M
2023,MI,FT,Scientist,162170,USD,162170,US,100,US,M
2023,SE,FT,Engineer,260000,USD,260000,US,100,US,M
2023,SE,FT,Engineer,235000,USD,235000,US,100,US,M
2023,MI,FT,Engineer,204500,USD,204500,US,0,US,M
2023,MI,FT,Engineer,142200,USD,142200,US,0,US,M
2023,SE,FT,IT,190000,USD,190000,US,0,US,M
2023,SE,FT,IT,145000,USD,145000,US,0,US,M
2023,SE,FT,Scientist,212800,USD,212800,US,100,US,M
2023,SE,FT,Scientist,111600,USD,111600,US,100,US,M
2023,SE,FT,Finance,175000,USD,175000,US,100,US,M
2023,SE,FT,Finance,130000,USD,130000,US,100,US,M
2023,SE,FT,Finance,194521,USD,194521,US,0,US,M
2023,SE,FT,Finance,176838,USD,176838,US,0,US,M
2023,EX,FT,Engineer,200000,USD,200000,US,0,US,M
2023,EX,FT,Engineer,170000,USD,170000,US,0,US,M
2023,SE,FT,Scientist,191765,USD,191765,US,0,US,M
2023,SE,FT,Scientist,134236,USD,134236,US,0,US,M
2023,SE,FT,Scientist,238000,USD,238000,CA,100,CA,M
2023,SE,FT,Scientist,156000,USD,156000,CA,100,CA,M
2023,SE,FT,Scientist,198800,USD,198800,US,0,US,M
2023,SE,FT,Scientist,90700,USD,90700,US,0,US,M
2023,MI,FT,IT,154800,USD,154800,US,0,US,M
2023,MI,FT,IT,76300,USD,76300,US,0,US,M
2023,MI,FT,IT,130000,USD,130000,US,100,US,M
2023,MI,FT,IT,115000,USD,115000,US,100,US,M
2023,SE,FT,Finance,110000,USD,110000,US,0,US,M
2023,SE,FT,Finance,70000,USD,70000,US,0,US,M
2023,MI,FT,Finance,39000,EUR,42107,DE,50,DE,M
2023,MI,FT,Engineer,300000,USD,300000,US,0,US,M
2023,MI,FT,Engineer,200000,USD,200000,US,0,US,M
2023,SE,FT,IT,155000,USD,155000,US,100,US,M
2023,SE,FT,IT,135000,USD,135000,US,100,US,M
2023,MI,FT,IT,115500,USD,115500,US,0,US,M
2023,MI,FT,IT,73500,USD,73500,US,0,US,M
2023,SE,FT,Scientist,179000,USD,179000,US,0,US,M
2023,SE,FT,Scientist,109000,USD,109000,US,0,US,M
2023,SE,FT,Scientist,180000,USD,180000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,221000,USD,221000,US,0,US,M
2023,SE,FT,Engineer,180000,USD,180000,US,0,US,M
2023,SE,FT,Scientist,222200,USD,222200,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Engineer,275000,USD,275000,US,0,US,M
2023,SE,FT,Engineer,170000,USD,170000,US,0,US,M
2023,SE,FT,Scientist,233300,USD,233300,US,0,US,M
2023,SE,FT,Scientist,155500,USD,155500,US,0,US,M
2023,MI,FT,Scientist,222200,USD,222200,US,0,US,L
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,IT,193000,USD,193000,US,100,US,M
2023,SE,FT,IT,110000,USD,110000,US,100,US,M
2023,SE,FT,Engineer,306000,USD,306000,US,0,US,M
2023,SE,FT,Engineer,180000,USD,180000,US,0,US,M
2023,SE,FT,Scientist,212800,USD,212800,US,0,US,L
2023,SE,FT,Scientist,115100,USD,115100,US,0,US,L
2023,SE,FT,Engineer,238000,USD,238000,US,0,US,M
2023,SE,FT,Engineer,176000,USD,176000,US,0,US,M
2023,SE,FT,Finance,117500,USD,117500,US,100,US,M
2023,SE,FT,Finance,86720,USD,86720,US,100,US,M
2023,MI,FT,Finance,167000,USD,167000,US,0,US,M
2023,MI,FT,Finance,150000,USD,150000,US,0,US,M
2023,EX,FT,Finance,90000,USD,90000,US,100,US,M
2023,EX,FT,Finance,70000,USD,70000,US,100,US,M
2023,SE,FT,Scientist,212800,USD,212800,US,100,US,L
2023,SE,FT,Scientist,111600,USD,111600,US,100,US,L
2023,SE,FT,IT,306000,USD,306000,US,100,US,M
2023,SE,FT,IT,204000,USD,204000,US,100,US,M
2023,SE,FT,IT,135000,USD,135000,US,100,US,M
2023,SE,FT,IT,110000,USD,110000,US,100,US,M
2023,SE,FT,Scientist,165000,USD,165000,US,0,US,M
2023,SE,FT,Scientist,116300,USD,116300,US,0,US,M
2023,SE,FT,Engineer,200000,USD,200000,US,100,US,M
2023,SE,FT,Engineer,175000,USD,175000,US,100,US,M
2023,SE,FT,Engineer,185000,USD,185000,US,0,US,L
2023,SE,FT,Engineer,79600,USD,79600,US,0,US,L
2023,SE,FT,Scientist,180514,USD,180514,US,100,US,M
2023,SE,FT,Scientist,108308,USD,108308,US,100,US,M
2023,SE,FT,Engineer,200000,USD,200000,US,100,US,M
2023,SE,FT,Engineer,150000,USD,150000,US,100,US,M
2023,SE,FT,Engineer,208450,USD,208450,US,0,US,M
2023,SE,FT,Engineer,151600,USD,151600,US,0,US,M
2023,SE,FT,Scientist,324000,USD,324000,US,0,US,M
2023,SE,FT,Scientist,159000,USD,159000,US,0,US,M
2023,MI,FT,Scientist,155000,USD,155000,US,100,US,M
2023,MI,FT,Scientist,135000,USD,135000,US,100,US,M
2023,SE,FT,Engineer,223250,USD,223250,US,0,US,M
2023,SE,FT,Engineer,156275,USD,156275,US,0,US,M
2023,SE,FT,Engineer,220000,USD,220000,US,0,US,M
2023,SE,FT,Engineer,160000,USD,160000,US,0,US,M
2023,SE,FT,Scientist,168000,USD,168000,US,100,US,M
2023,SE,FT,Scientist,130000,USD,130000,US,100,US,M
2023,SE,FT,Engineer,245000,USD,245000,US,100,US,M
2023,SE,FT,Engineer,185000,USD,185000,US,100,US,M
2023,SE,FT,Scientist,164000,USD,164000,US,100,US,M
2023,SE,FT,Scientist,130000,USD,130000,US,100,US,M
2023,MI,FT,Finance,67500,USD,67500,US,0,US,M
2023,MI,FT,Finance,46500,USD,46500,US,0,US,M
2023,SE,FT,Engineer,270000,USD,270000,US,100,US,M
2023,SE,FT,Engineer,232200,USD,232200,US,100,US,M
2023,MI,FT,Engineer,40000,EUR,43187,PL,100,PL,L
2023,MI,FT,Finance,105000,USD,105000,US,0,US,M
2023,MI,FT,Finance,78000,USD,78000,US,0,US,M
2023,MI,FT,IT,115500,USD,115500,US,0,US,M
2023,MI,FT,IT,73500,USD,73500,US,0,US,M
2023,SE,FT,Engineer,370000,USD,370000,US,0,US,M
2023,SE,FT,Engineer,220000,USD,220000,US,0,US,M
2023,SE,FT,Engineer,155000,USD,155000,US,0,US,M
2023,SE,FT,Engineer,130000,USD,130000,US,0,US,M
2023,SE,FT,Engineer,178200,USD,178200,US,100,US,M
2023,SE,FT,Engineer,115000,USD,115000,US,100,US,M
2023,MI,FT,Finance,250000,USD,250000,US,0,US,M
2023,MI,FT,Finance,125000,USD,125000,US,0,US,M
2023,MI,FT,Scientist,204000,USD,204000,US,0,US,M
2023,MI,FT,Scientist,150000,USD,150000,US,0,US,M
2023,SE,FT,Finance,110000,USD,110000,US,100,US,M
2023,SE,FT,Finance,95000,USD,95000,US,100,US,M
2023,MI,FT,Engineer,143000,USD,143000,US,0,US,M
2023,MI,FT,Engineer,95000,USD,95000,US,0,US,M
2023,MI,FT,Engineer,250000,USD,250000,US,0,US,M
2023,MI,FT,Engineer,125000,USD,125000,US,0,US,M
2023,SE,FT,Engineer,280000,USD,280000,US,0,US,M
2023,SE,FT,Engineer,240000,USD,240000,US,0,US,M
2023,SE,FT,IT,110400,USD,110400,US,0,US,M
2023,SE,FT,IT,68000,USD,68000,US,0,US,M
2023,SE,FT,Scientist,216000,USD,216000,US,100,US,M
2023,SE,FT,Scientist,184000,USD,184000,US,100,US,M
2023,SE,FT,Engineer,192000,USD,192000,US,100,US,M
2023,SE,FT,Engineer,164000,USD,164000,US,100,US,M
2023,SE,FT,Scientist,220000,USD,220000,US,0,US,M
2023,SE,FT,Scientist,160000,USD,160000,US,0,US,M
2023,SE,FT,Scientist,225000,USD,225000,US,0,US,M
2023,SE,FT,Scientist,156400,USD,156400,US,0,US,M
2023,SE,FT,Scientist,297300,USD,297300,US,100,US,M
2023,SE,FT,Scientist,198200,USD,198200,US,100,US,M
2023,SE,FT,Scientist,192000,USD,192000,US,100,US,M
2023,SE,FT,Scientist,164000,USD,164000,US,100,US,M
2023,SE,FT,Finance,168000,USD,168000,CA,0,CA,M
2023,SE,FT,Finance,112000,USD,112000,CA,0,CA,M
2023,SE,FT,Engineer,204500,USD,204500,US,0,US,M
2023,SE,FT,Engineer,142200,USD,142200,US,0,US,M
2023,SE,FT,Scientist,253430,USD,253430,US,0,US,M
2023,SE,FT,Scientist,212780,USD,212780,US,0,US,M
2023,SE,FT,Engineer,190000,USD,190000,US,0,US,M
2023,SE,FT,Engineer,152000,USD,152000,US,0,US,M
2023,SE,FT,Engineer,265800,USD,265800,US,100,US,M
2023,SE,FT,Engineer,165500,USD,165500,US,100,US,M
2023,SE,FT,Engineer,193000,USD,193000,US,100,US,M
2023,SE,FT,Engineer,134000,USD,134000,US,100,US,M
2023,SE,FT,Engineer,180000,USD,180000,US,100,US,M
2023,SE,FT,Engineer,150000,USD,150000,US,100,US,M
2023,MI,FT,IT,120681,USD,120681,US,100,US,M
2023,MI,FT,IT,72409,USD,72409,US,100,US,M
2023,SE,FT,Engineer,180000,USD,180000,US,100,US,M
2023,SE,FT,Engineer,139750,USD,139750,US,100,US,M
2023,MI,FT,Scientist,222200,USD,222200,US,0,US,L
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Engineer,254000,USD,254000,US,100,US,M
2023,SE,FT,Engineer,200000,USD,200000,US,100,US,M
2023,SE,FT,IT,260000,USD,260000,US,0,US,M
2023,SE,FT,IT,192000,USD,192000,US,0,US,M
2023,SE,FT,Scientist,272290,USD,272290,US,100,US,M
2023,SE,FT,Scientist,169374,USD,169374,US,100,US,M
2023,SE,FT,Scientist,195000,USD,195000,US,100,US,L
2023,SE,FT,IT,204500,USD,204500,US,0,US,M
2023,SE,FT,IT,142200,USD,142200,US,0,US,M
2023,MI,FT,Finance,17000,USD,17000,AM,100,RU,L
2023,SE,FT,Engineer,181500,USD,181500,US,0,US,M
2023,SE,FT,Engineer,112200,USD,112200,US,0,US,M
2023,SE,FT,Engineer,204500,USD,204500,US,0,US,M
2023,SE,FT,Engineer,142200,USD,142200,US,0,US,M
2023,SE,FT,Scientist,180000,USD,180000,US,0,US,M
2023,SE,FT,Scientist,162000,USD,162000,US,0,US,M
2023,MI,FT,Scientist,150000,USD,150000,US,100,US,M
2023,MI,FT,Scientist,100000,USD,100000,US,100,US,M
2023,SE,FT,Engineer,250500,USD,250500,US,0,US,M
2023,SE,FT,Engineer,166600,USD,166600,US,0,US,M
2023,EX,FT,IT,247500,USD,247500,US,0,US,M
2023,EX,FT,IT,172200,USD,172200,US,0,US,M
2023,SE,FT,Engineer,247500,USD,247500,US,0,US,M
2023,SE,FT,Engineer,172200,USD,172200,US,0,US,M
2023,SE,FT,Scientist,223290,USD,223290,US,0,US,M
2023,SE,FT,Scientist,131310,USD,131310,US,0,US,M
2020,EN,CT,Finance,60000,CAD,44753,CA,50,CA,L
2023,EN,FT,Engineer,35000,USD,35000,HR,100,DE,M
2023,SE,FT,IT,50000,EUR,53984,IT,100,IT,S
2023,SE,FT,Engineer,226600,USD,226600,US,0,US,M
2023,SE,FT,Engineer,140100,USD,140100,US,0,US,M
2023,SE,FT,Scientist,204500,USD,204500,CA,0,CA,M
2023,SE,FT,Scientist,142200,USD,142200,CA,0,CA,M
2023,SE,FT,Scientist,220000,USD,220000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Engineer,204600,USD,204600,US,0,US,M
2023,SE,FT,Engineer,126500,USD,126500,US,0,US,M
2023,SE,FT,Finance,135960,USD,135960,US,0,US,M
2023,SE,FT,Finance,70960,USD,70960,US,0,US,M
2023,SE,FT,Engineer,128750,USD,128750,US,0,US,M
2023,SE,FT,Engineer,86250,USD,86250,US,0,US,M
2023,SE,FT,Engineer,90000,GBP,110736,GB,0,GB,M
2023,SE,FT,Engineer,75000,GBP,92280,GB,0,GB,M
2023,MI,FT,Engineer,131000,USD,131000,CO,0,CO,M
2023,MI,FT,Engineer,88000,USD,88000,CO,0,CO,M
2023,SE,FT,Finance,185100,USD,185100,US,100,US,M
2023,SE,FT,Finance,133300,USD,133300,US,100,US,M
2023,SE,FT,Engineer,180000,USD,180000,US,0,US,M
2023,SE,FT,Engineer,150000,USD,150000,US,0,US,M
2023,SE,FT,Engineer,90000,USD,90000,US,0,US,M
2023,SE,FT,Engineer,75000,USD,75000,US,0,US,M
2023,EN,FT,IT,130000,USD,130000,US,100,US,L
2023,EN,FT,Finance,1700000,INR,20673,IN,50,IN,L
2023,SE,FT,Finance,60000,GBP,73824,GB,0,GB,M
2023,SE,FT,Finance,50000,GBP,61520,GB,0,GB,M
2023,MI,FT,IT,115500,USD,115500,US,0,US,M
2023,MI,FT,IT,73500,USD,73500,US,0,US,M
2023,MI,FT,Engineer,125000,USD,125000,US,0,US,M
2023,MI,FT,Engineer,85000,USD,85000,US,0,US,M
2023,MI,FT,IT,80000,USD,80000,US,0,US,M
2023,MI,FT,IT,70000,USD,70000,US,0,US,M
2023,SE,FT,Scientist,260000,USD,260000,US,0,US,M
2023,SE,FT,Scientist,160000,USD,160000,US,0,US,M
2023,SE,FT,IT,105000,USD,105000,US,0,US,M
2023,SE,FT,IT,80000,USD,80000,US,0,US,M
2023,SE,FT,Engineer,150000,USD,150000,CA,100,CA,M
2023,SE,FT,Engineer,95000,USD,95000,CA,100,CA,M
2023,SE,FT,Engineer,204750,USD,204750,US,0,US,M
2023,SE,FT,Engineer,153550,USD,153550,US,0,US,M
2023,SE,FT,Finance,150000,USD,150000,US,100,US,M
2023,SE,FT,Finance,120000,USD,120000,US,100,US,M
2023,MI,FT,Engineer,150000,USD,150000,US,0,US,M
2023,MI,FT,Engineer,110000,USD,110000,US,0,US,M
2023,SE,FT,Engineer,200000,USD,200000,US,0,US,M
2023,SE,FT,Engineer,141000,USD,141000,US,0,US,M
2023,SE,FT,Engineer,230000,USD,230000,US,0,US,M
2023,SE,FT,Engineer,175000,USD,175000,US,0,US,M
2023,SE,FT,Scientist,150000,USD,150000,US,100,US,M
2023,SE,FT,Scientist,120000,USD,120000,US,100,US,M
2023,SE,FT,Engineer,207611,USD,207611,US,0,US,M
2023,SE,FT,Engineer,127876,USD,127876,US,0,US,M
2023,SE,FT,Finance,175000,USD,175000,US,100,US,M
2023,SE,FT,Finance,135000,USD,135000,US,100,US,M
2023,SE,FT,Finance,100000,USD,100000,US,0,US,M
2023,SE,FT,Finance,75000,USD,75000,US,0,US,M
2023,MI,FT,Scientist,170000,USD,170000,US,100,US,M
2023,MI,FT,Scientist,144500,USD,144500,US,100,US,M
2023,SE,FT,Engineer,204500,USD,204500,US,0,US,M
2023,SE,FT,Engineer,142200,USD,142200,US,0,US,M
2023,SE,FT,Engineer,255360,USD,255360,US,0,US,M
2023,SE,FT,Engineer,212800,USD,212800,US,0,US,M
2023,SE,FT,Engineer,170000,USD,170000,US,100,US,M
2023,SE,FT,Engineer,100000,USD,100000,US,100,US,M
2023,SE,FT,Finance,106400,USD,106400,US,0,US,M
2023,SE,FT,Finance,81800,USD,81800,US,0,US,M
2023,MI,FT,IT,130000,USD,130000,US,100,US,M
2023,MI,FT,IT,69139,USD,69139,US,100,US,M
2023,MI,FT,Finance,100631,USD,100631,CA,0,CA,M
2023,MI,FT,Finance,80505,USD,80505,CA,0,CA,M
2023,SE,FT,Engineer,300105,USD,300105,US,0,US,M
2023,SE,FT,Engineer,151090,USD,151090,US,0,US,M
2023,MI,FT,Engineer,217600,USD,217600,US,0,US,M
2023,MI,FT,Engineer,145000,USD,145000,US,0,US,M
2023,MI,FT,Scientist,65000,GBP,79976,GB,100,GB,M
2023,MI,FT,Scientist,45000,GBP,55368,GB,100,GB,M
2023,SE,FT,Engineer,129000,USD,129000,US,100,US,M
2023,SE,FT,Engineer,110000,USD,110000,US,100,US,M
2023,SE,FT,Finance,185000,USD,185000,US,0,US,M
2023,SE,FT,Finance,50000,USD,50000,US,0,US,M
2023,SE,FT,Engineer,210000,USD,210000,US,0,US,M
2023,SE,FT,Engineer,108000,USD,108000,US,0,US,M
2023,MI,FT,Finance,80000,USD,80000,US,0,US,M
2023,MI,FT,Finance,59500,USD,59500,US,0,US,M
2023,SE,FT,Engineer,250000,USD,250000,US,0,US,M
2023,SE,FT,Engineer,173400,USD,173400,US,0,US,M
2023,SE,FT,IT,215000,USD,215000,US,100,US,M
2023,SE,FT,IT,153000,USD,153000,US,100,US,M
2023,SE,FT,Scientist,171000,GBP,210398,GB,0,GB,M
2023,SE,FT,Scientist,120000,GBP,147648,GB,0,GB,M
2023,SE,FT,Finance,105000,USD,105000,US,100,US,M
2023,SE,FT,Finance,75000,USD,75000,US,100,US,M
2023,SE,FT,Engineer,60000,USD,60000,TH,100,US,L
2023,MI,FT,Scientist,54000,USD,54000,KR,0,KR,S
2023,SE,FT,Engineer,202000,USD,202000,US,100,US,M
2023,SE,FT,Engineer,132000,USD,132000,US,100,US,M
2023,SE,FT,Scientist,185900,USD,185900,US,0,US,M
2023,SE,FT,Scientist,129300,USD,129300,US,0,US,M
2023,SE,FT,Engineer,204500,USD,204500,US,0,US,M
2023,SE,FT,Engineer,142200,USD,142200,US,0,US,M
2023,MI,FT,Finance,60000,GBP,73824,GB,0,GB,M
2023,MI,FT,Finance,50000,GBP,61520,GB,0,GB,M
2023,SE,FT,Scientist,316000,USD,316000,US,0,US,M
2023,SE,FT,Scientist,202000,USD,202000,US,0,US,M
2023,MI,FT,Engineer,66000,GBP,81206,GB,0,GB,M
2023,EX,FT,Other,330000,USD,330000,US,0,US,M
2023,EX,FT,Other,188000,USD,188000,US,0,US,M
2023,MI,FT,Finance,140000,USD,140000,US,0,US,M
2023,MI,FT,Finance,110000,USD,110000,US,0,US,M
2023,SE,FT,Scientist,190000,USD,190000,US,100,US,M
2023,SE,FT,Scientist,170000,USD,170000,US,100,US,M
2023,SE,FT,Engineer,180000,USD,180000,US,0,US,M
2023,SE,FT,Engineer,162000,USD,162000,US,0,US,M
2023,SE,FT,Finance,150000,USD,150000,US,0,US,M
2023,SE,FT,Finance,125000,USD,125000,US,0,US,M
2023,SE,FT,Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Scientist,105000,USD,105000,US,0,US,M
2023,MI,FT,IT,90000,USD,90000,US,100,US,M
2023,MI,FT,IT,73000,USD,73000,US,100,US,M
2023,MI,FT,Scientist,145000,USD,145000,US,100,US,M
2023,MI,FT,Scientist,115000,USD,115000,US,100,US,M
2023,SE,FT,IT,145000,USD,145000,US,0,US,M
2023,SE,FT,IT,130000,USD,130000,US,0,US,M
2023,MI,FT,Scientist,204500,USD,204500,US,0,US,M
2023,MI,FT,Scientist,142200,USD,142200,US,0,US,M
2023,MI,FT,Finance,150000,USD,150000,US,100,US,M
2023,MI,FT,Finance,135000,USD,135000,US,100,US,M
2023,SE,FT,Engineer,247500,USD,247500,US,0,US,M
2023,SE,FT,Engineer,172200,USD,172200,US,0,US,M
2023,EX,FT,IT,329500,USD,329500,US,100,US,M
2023,EX,FT,IT,269600,USD,269600,US,100,US,M
2023,SE,FT,Engineer,225000,USD,225000,US,0,US,M
2023,SE,FT,Engineer,156400,USD,156400,US,0,US,M
2023,SE,FT,Engineer,190000,USD,190000,US,0,US,M
2023,SE,FT,Engineer,170000,USD,170000,US,0,US,M
2023,MI,FT,IT,185900,USD,185900,US,0,US,M
2023,MI,FT,IT,129300,USD,129300,US,0,US,M
2023,MI,FT,Finance,80000,USD,80000,US,100,US,M
2023,MI,FT,Finance,70000,USD,70000,US,100,US,M
2023,SE,FT,Scientist,204500,USD,204500,US,0,US,M
2023,SE,FT,Scientist,138900,USD,138900,US,0,US,M
2023,SE,FT,Scientist,204500,USD,204500,CA,0,CA,M
2023,SE,FT,Scientist,142200,USD,142200,CA,0,CA,M
2023,MI,FT,IT,115500,USD,115500,US,0,US,M
2023,MI,FT,IT,73500,USD,73500,US,0,US,M
2023,MI,FT,Engineer,146000,USD,146000,US,0,US,M
2023,MI,FT,Engineer,97000,USD,97000,US,0,US,M
2023,SE,FT,Engineer,147100,USD,147100,US,0,US,M
2023,SE,FT,Engineer,90700,USD,90700,US,0,US,M
2023,SE,FT,Scientist,257000,USD,257000,US,100,US,M
2023,SE,FT,Scientist,197000,USD,197000,US,100,US,M
2023,SE,FT,Engineer,140000,USD,140000,US,100,US,M
2023,SE,FT,Engineer,120000,USD,120000,US,100,US,M
2023,SE,FT,Finance,85000,USD,85000,US,0,US,M
2023,SE,FT,Finance,79000,USD,79000,US,0,US,M
2023,SE,FT,Finance,93919,USD,93919,US,100,US,M
2023,SE,FT,Finance,51962,USD,51962,US,100,US,M
2023,SE,FT,Engineer,155000,USD,155000,US,0,US,M
2023,SE,FT,Engineer,84800,USD,84800,US,0,US,M
2023,SE,FT,Engineer,250500,USD,250500,US,0,US,M
2023,SE,FT,Engineer,166600,USD,166600,US,0,US,M
2023,MI,FT,Scientist,110000,GBP,135344,GB,0,GB,M
2023,MI,FT,Scientist,80000,GBP,98432,GB,0,GB,M
2023,EX,FT,Engineer,174500,USD,174500,US,0,US,M
2023,EX,FT,Engineer,113000,USD,113000,US,0,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,Engineer,90000,USD,90000,US,0,US,M
2023,EX,FT,IT,200000,GBP,246080,GB,0,GB,M
2023,EX,FT,IT,150000,GBP,184560,GB,0,GB,M
2023,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,Engineer,90000,USD,90000,US,0,US,M
2023,MI,FT,Finance,49200,EUR,53120,EE,0,EE,M
